지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),지면온도(°C)
101,춘천,2023-04-29 22:00,11,,2.9,180,67,997.6,,,,9,11.3
101,춘천,2023-04-29 23:00,10.7,,3.4,180,68,998.1,,,,10,10.9
101,춘천,2023-04-30 00:00,10.4,,3.1,160,69,998.5,,,,10,10.6
101,춘천,2023-04-30 01:00,10.4,,3.6,200,69,998.4,,,,0,10.1
101,춘천,2023-04-30 02:00,10.1,,3.1,200,69,998.3,,,,5,8.9
101,춘천,2023-04-30 03:00,9.7,,2.5,180,69,998.6,,,,6,8.2
101,춘천,2023-04-30 04:00,9.2,,2.6,180,69,998.8,,,,0,7.6
101,춘천,2023-04-30 05:00,8.7,,2,160,69,999,,,,0,7.2
101,춘천,2023-04-30 06:00,8.3,,1.5,140,70,999.3,0,.01,,0,6.9
101,춘천,2023-04-30 07:00,9.7,,2.3,160,63,1000.1,.7,.36,,0,7.8
101,춘천,2023-04-30 08:00,11.3,,2,180,55,1000.5,.8,.98,,0,11.2
101,춘천,2023-04-30 09:00,12.8,,3.3,200,50,1000.7,1,1.59,,0,16.8
101,춘천,2023-04-30 10:00,14.4,,3.5,200,47,1001,1,2.46,,0,20.9
101,춘천,2023-04-30 11:00,15.1,,3.2,200,47,1001.2,.8,2.66,,7,23.6
101,춘천,2023-04-30 12:00,15.6,,2.9,200,46,1001,.9,2.93,,7,24.7
101,춘천,2023-04-30 13:00,17,,3.2,230,40,1000.1,.9,3.21,,7,25.3
101,춘천,2023-04-30 14:00,16.7,,3.6,200,35,1000.2,.4,1.84,,9,23.5
101,춘천,2023-04-30 15:00,16.9,,4.4,200,36,999.8,.8,2.37,,9,22.2
101,춘천,2023-04-30 16:00,17.3,,2.3,230,38,999.7,.2,1.3,,10,21.1
101,춘천,2023-04-30 17:00,17.1,,1.8,200,35,998.7,.4,1.07,,9,19.1
101,춘천,2023-04-30 18:00,16.4,,2.4,270,42,999.2,0,.35,,9,16.7
101,춘천,2023-04-30 19:00,16.1,,1.9,180,41,998.6,0,.17,,7,14.3
101,춘천,2023-04-30 20:00,15,,2.4,230,48,999.5,0,.01,,8,13.1
101,춘천,2023-04-30 21:00,15.3,,3.9,230,48,1000.5,,,,10,12.5
101,춘천,2023-04-30 22:00,13.9,,2.9,180,54,1001.2,,,,9,11.7
101,춘천,2023-04-30 23:00,12.9,,1.1,140,60,1001.5,,,,8,11.1
101,춘천,2023-05-01 00:00,11.9,,.8,140,68,1002,,,,7,11.1
102,백령도,2023-04-29 01:00,10.7,0,.7,90,94,1005.4,,,,10,12.3
102,백령도,2023-04-29 02:00,10,0,2.4,110,97,1004,,,,10,11.8
102,백령도,2023-04-29 03:00,10.6,0,2.5,140,98,1002.6,,,,10,11.8
102,백령도,2023-04-29 04:00,10.7,.1,4.5,160,98,1001.8,,,,10,11.6
102,백령도,2023-04-29 05:00,10.8,0,4.7,160,98,1000.5,,,,10,11.5
102,백령도,2023-04-29 06:00,9.9,.1,3.6,180,98,1000.8,0,0,,10,11.1
102,백령도,2023-04-29 07:00,11,1.2,2.6,230,98,1000.4,0,0,,10,11.3
102,백령도,2023-04-29 08:00,11,1.8,2.8,270,98,1000.4,0,.04,,10,11.6
102,백령도,2023-04-29 09:00,10.5,.8,3.3,270,95,1000.7,0,.12,,10,11.6
102,백령도,2023-04-29 10:00,10.1,0,6,270,94,1000.8,0,.42,,10,13.2
102,백령도,2023-04-29 11:00,12.2,0,4.7,290,87,1000.8,.3,1.68,,4,23.4
102,백령도,2023-04-29 12:00,12.6,,8,270,78,1000.7,.9,3.21,,4,27.1
102,백령도,2023-04-29 13:00,12,,10.5,270,74,1000.4,.6,2.85,,2,29.5
102,백령도,2023-04-29 14:00,12.1,,9.7,270,66,999.8,1,3.52,,3,32.3
102,백령도,2023-04-29 15:00,11.3,,9.9,270,75,999.7,.7,2.74,,7,27.6
102,백령도,2023-04-29 16:00,9.9,,6.8,270,82,1000.2,.3,1.27,,9,19.8
102,백령도,2023-04-29 17:00,9.3,,8.2,290,79,1000.4,.3,1.31,,9,17.8
102,백령도,2023-04-29 18:00,9,,7.1,290,82,1000.9,0,.36,,9,14.4
102,백령도,2023-04-29 19:00,9.1,,8.8,290,83,1001.4,.1,.15,,8,12.4
102,백령도,2023-04-29 20:00,8.6,,8.1,290,86,1002.6,0,.04,,3,9.6
102,백령도,2023-04-29 21:00,8.7,,8.2,320,85,1003.7,,,,0,8.3
102,백령도,2023-04-29 22:00,9.1,,7.9,290,80,1004.2,,,,0,7.8
102,백령도,2023-04-29 23:00,8.7,,5.9,290,84,1004.6,,,,0,7.1
102,백령도,2023-04-30 00:00,8.6,,5.6,290,84,1005.1,,,,0,6.8
102,백령도,2023-04-30 01:00,8.7,,4.9,290,80,1004.8,,,,0,6.4
102,백령도,2023-04-30 02:00,8.5,,3.8,290,76,1004.7,,,,0,5.9
102,백령도,2023-04-30 03:00,9.3,,4.9,290,67,1004.7,,,,6,5.8
102,백령도,2023-04-30 04:00,8.9,,4.4,290,73,1004.3,,,,4,5.5
102,백령도,2023-04-30 05:00,8.8,,3.6,290,75,1004.7,,,,6,5.7
102,백령도,2023-04-30 06:00,7.9,,1.6,250,80,1004.3,0,0,,6,5.4
102,백령도,2023-04-30 07:00,8.7,,2,180,75,1004.3,0,.17,,7,7.3
102,백령도,2023-04-30 08:00,10.5,,2.9,180,62,1004.3,0,.34,,10,10
102,백령도,2023-04-30 09:00,11.6,,3.7,160,60,1004.6,0,.77,,9,13.1
102,백령도,2023-04-30 10:00,13.1,,3.6,160,62,1004.8,.6,1.87,,3,22.3
102,백령도,2023-04-30 11:00,13,,4.1,90,68,1004.8,1,2.69,,8,29.4
102,백령도,2023-04-30 12:00,13,,2.3,180,69,1004.7,.6,2.25,,9,27.2
102,백령도,2023-04-30 13:00,13.5,,4,180,72,1004.2,.1,1.93,,9,28.1
102,백령도,2023-04-30 14:00,14.7,,2.3,90,68,1003.5,.7,2.54,,6,35.7
102,백령도,2023-04-30 15:00,14.1,0,1.2,140,71,1003.4,.3,1.57,,6,31.6
102,백령도,2023-04-30 16:00,14,,2.3,340,69,1003,1,2.6,,2,29.6
102,백령도,2023-04-30 17:00,13.5,,3.2,320,71,1003.1,1,2.02,,1,24.8
102,백령도,2023-04-30 18:00,11.9,,4.4,290,77,1003.7,1,1.22,,1,18.2
102,백령도,2023-04-30 19:00,10.9,,3.3,290,82,1004.2,1,.49,,5,14.2
102,백령도,2023-04-30 20:00,9.7,,2.9,290,86,1004.9,.2,.04,,0,11
102,백령도,2023-04-30 21:00,9.4,,4.2,290,89,1006.1,,,,0,9.6
102,백령도,2023-04-30 22:00,9.3,,3.2,290,80,1006.7,,,,0,8.5
102,백령도,2023-04-30 23:00,9.3,,2.8,270,70,1006.9,,,,0,7.3
102,백령도,2023-05-01 00:00,9.8,,3.1,290,75,1006.9,,,,0,7
104,북강릉,2023-04-29 01:00,19,,2.2,250,60,1001.1,,,,10,15.8
104,북강릉,2023-04-29 02:00,19.7,,2.6,230,59,1000.7,,,,10,16.2
104,북강릉,2023-04-29 03:00,18.3,,1.2,160,63,1000,,,,10,15.4
104,북강릉,2023-04-29 04:00,17.3,,0,0,66,999,,,,10,15.1
104,북강릉,2023-04-29 05:00,17,0,.4,0,68,998.4,,,,10,15.4
104,북강릉,2023-04-29 06:00,16,0,1.5,360,75,998.1,0,0,,10,14.8
104,북강릉,2023-04-29 07:00,14.5,.1,1.2,320,90,997.7,0,.03,,10,14.9
104,북강릉,2023-04-29 08:00,15,0,.6,320,88,997.3,0,.18,,10,15.9
104,북강릉,2023-04-29 09:00,15,.1,0,0,90,996.1,0,.15,,10,16.1
104,북강릉,2023-04-29 10:00,16.2,0,.8,160,84,994.6,.1,.92,,9,21.2
104,북강릉,2023-04-29 11:00,16.4,,.6,110,84,993.8,0,.64,,10,18.3
104,북강릉,2023-04-29 12:00,17.2,,.8,90,81,992.5,0,.35,,10,19.4
104,북강릉,2023-04-29 13:00,15.1,0,1.7,340,85,991.7,0,.45,,9,17.9
104,북강릉,2023-04-29 14:00,17.4,0,3.2,270,77,991.6,0,.47,,10,18.5
104,북강릉,2023-04-29 15:00,17.5,0,.9,20,77,991.1,.1,.69,,9,21.2
104,북강릉,2023-04-29 16:00,19.9,,1.9,250,49,991,.1,.74,,9,20.9
104,북강릉,2023-04-29 17:00,19.1,,2.1,230,46,990.9,0,.34,,10,18.2
104,북강릉,2023-04-29 18:00,18.4,,1.9,230,43,991.5,.2,.42,,9,17.4
104,북강릉,2023-04-29 19:00,15.9,,2.7,250,45,992.1,.2,.17,,6,13.7
104,북강릉,2023-04-29 20:00,14.8,,2.8,250,45,992.6,0,0,,5,11.7
104,북강릉,2023-04-29 21:00,13.8,,1.7,250,50,993.2,,,,5,10.6
104,북강릉,2023-04-29 22:00,12.7,,.3,0,55,993.4,,,,5,9.6
104,북강릉,2023-04-29 23:00,12.7,,1.1,290,54,993.6,,,,3,8.8
104,북강릉,2023-04-30 00:00,12.4,,1.3,290,56,994.1,,,,3,8.4
104,북강릉,2023-04-30 01:00,12.3,,3,270,57,994.2,,,,5,8.8
104,북강릉,2023-04-30 02:00,12.1,,1.6,250,54,994.1,,,,0,8
104,북강릉,2023-04-30 03:00,10.7,,1.4,180,55,994.1,,,,0,6.9
104,북강릉,2023-04-30 04:00,11.6,,1.3,250,47,994,,,,0,6.6
104,북강릉,2023-04-30 05:00,12.8,,1.6,270,37,994.3,,,,0,6.4
104,북강릉,2023-04-30 06:00,11.6,,1.7,180,48,995.3,.2,.01,,0,6.7
104,북강릉,2023-04-30 07:00,14,,3.6,290,32,996.2,1,.44,,0,8.4
104,북강릉,2023-04-30 08:00,14.5,,4.1,320,32,997.1,1,1.19,,0,14.3
104,북강릉,2023-04-30 09:00,15.7,,2.5,320,31,997.3,1,1.94,,0,21.2
104,북강릉,2023-04-30 10:00,17.3,,2.9,320,28,997.4,1,2.59,,0,28.5
104,북강릉,2023-04-30 11:00,18.6,,1.9,320,27,997.7,1,3.1,,0,34.8
104,북강릉,2023-04-30 12:00,19.4,,4.5,270,26,997.6,1,3.38,,1,36.6
104,북강릉,2023-04-30 13:00,19.4,,4.2,270,32,997.4,1,3.46,,2,38.1
104,북강릉,2023-04-30 14:00,19.8,,4.1,250,30,997.3,1,3.32,,4,37.9
104,북강릉,2023-04-30 15:00,20.3,,1.6,290,28,996.7,1,2.92,,4,36.5
104,북강릉,2023-04-30 16:00,20.2,,3.1,270,27,996.4,1,2.41,,3,32.6
104,북강릉,2023-04-30 17:00,20.3,,.8,290,27,996.6,1,1.71,,2,28.2
104,북강릉,2023-04-30 18:00,19.2,,1.3,270,32,996.8,1,.98,,3,21.5
104,북강릉,2023-04-30 19:00,17.8,,1.9,180,34,997.6,.5,.24,,3,16.8
104,북강릉,2023-04-30 20:00,16.4,,1.9,110,38,997.9,0,0,,6,14.3
104,북강릉,2023-04-30 21:00,16.8,,.7,50,36,998.9,,,,2,13.6
104,북강릉,2023-04-30 22:00,16.2,,1.2,290,41,1000.1,,,,7,13.7
104,북강릉,2023-04-30 23:00,13.6,,3,340,56,1000.9,,,,6,13.3
104,북강릉,2023-05-01 00:00,12.9,0,2.5,230,59,1001.2,,,,10,12.4
105,강릉,2023-04-29 01:00,20.4,,2,290,57,1007.3,,,,10,16.8
105,강릉,2023-04-29 02:00,19.7,,.6,270,55,1007,,,,10,16.6
105,강릉,2023-04-29 03:00,19.2,,1,230,53,1006,,,,10,16.1
105,강릉,2023-04-29 04:00,18.7,,.7,340,56,1004.9,,,,10,15.7
105,강릉,2023-04-29 05:00,18.5,,.7,270,60,1004.4,,,,10,15.8
105,강릉,2023-04-29 06:00,18.2,.1,.5,360,71,1004,0,0,,10,15.6
105,강릉,2023-04-29 07:00,17.4,.1,2.5,50,79,1003.7,0,.03,,10,15.5
105,강릉,2023-04-29 08:00,17.1,.1,.9,20,82,1003.4,0,.23,,9,16.6
105,강릉,2023-04-29 09:00,17.3,0,.8,160,83,1002.1,0,.24,,9,16.7
105,강릉,2023-04-29 10:00,17.8,0,1.5,180,79,1001.1,0,.55,,9,18.6
105,강릉,2023-04-29 11:00,18.6,,.5,90,77,999.9,0,.75,,10,18.7
105,강릉,2023-04-29 12:00,18.9,,1.2,20,76,998.6,.1,.77,,10,20.3
105,강릉,2023-04-29 13:00,20.9,0,1.5,90,71,997.3,.1,1.02,,9,20.8
105,강릉,2023-04-29 14:00,21.3,0,5,270,63,997.7,0,.56,,10,20.7
105,강릉,2023-04-29 15:00,22.2,0,4.1,270,52,997.4,.3,1.57,,9,24.5
105,강릉,2023-04-29 16:00,21.5,,3.7,270,50,997.3,.4,1.45,,9,22.4
105,강릉,2023-04-29 17:00,20.6,,3.5,270,49,997.2,0,.5,,10,19.6
105,강릉,2023-04-29 18:00,19.5,,4.1,290,47,998.2,.1,.42,,9,18.2
105,강릉,2023-04-29 19:00,17.7,,2.6,290,47,999.1,0,.16,,7,16.1
105,강릉,2023-04-29 20:00,16,,6.6,270,51,999.2,0,.01,,5,14.3
105,강릉,2023-04-29 21:00,15.2,,4.1,270,51,999.5,,,,6,13.2
105,강릉,2023-04-29 22:00,14.7,,4.2,290,54,999.9,,,,4,12.7
105,강릉,2023-04-29 23:00,14,,3.2,270,57,1000.1,,,,2,12.1
105,강릉,2023-04-30 00:00,13.2,,5.5,290,60,1000.6,,,,4,11.4
105,강릉,2023-04-30 01:00,13,,5.3,270,60,1000.5,,,,3,11.1
105,강릉,2023-04-30 02:00,12.9,,3.9,250,59,1000.5,,,,0,10.7
105,강릉,2023-04-30 03:00,13,,4.5,270,55,1000.6,,,,0,10.4
105,강릉,2023-04-30 04:00,12.8,,5,250,54,1000.8,,,,0,10.2
105,강릉,2023-04-30 05:00,12.7,,4.3,270,52,1000.7,,,,0,10
105,강릉,2023-04-30 06:00,12.9,,5.2,270,49,1001.7,0,.02,,0,10.1
105,강릉,2023-04-30 07:00,13.5,,3.6,270,46,1002.6,1,.39,,0,10.5
105,강릉,2023-04-30 08:00,15.1,,3.4,250,42,1003.8,1,1.12,,0,12.5
105,강릉,2023-04-30 09:00,16.3,,4.4,270,41,1003.9,1,1.83,,0,15.3
105,강릉,2023-04-30 10:00,17,,5,270,40,1004,1,2.48,,1,24.3
105,강릉,2023-04-30 11:00,18.6,,4.7,270,36,1004.1,1,2.97,,0,30.4
105,강릉,2023-04-30 12:00,20,,4.6,270,34,1004.1,1,3.27,,1,34.1
105,강릉,2023-04-30 13:00,19.9,,5.2,270,36,1003.7,1,3.24,,2,33.2
105,강릉,2023-04-30 14:00,20,,4.9,270,35,1003.6,.9,2.05,,7,28
105,강릉,2023-04-30 15:00,20.8,,4.2,290,33,1003.2,.6,2.07,,7,30.5
105,강릉,2023-04-30 16:00,21.7,,4,290,31,1002.8,.9,2.01,,5,30.4
105,강릉,2023-04-30 17:00,21.3,,4.2,290,31,1003,1,1.65,,4,23.9
105,강릉,2023-04-30 18:00,21,,3.9,290,30,1003.2,1,.99,,5,20.8
105,강릉,2023-04-30 19:00,19.9,,3,250,33,1003.9,.4,.27,,4,17.6
105,강릉,2023-04-30 20:00,19.1,,2.6,160,34,1004.1,0,.01,,6,15.7
105,강릉,2023-04-30 21:00,18.5,,1.6,290,36,1005.3,,,,6,15
105,강릉,2023-04-30 22:00,17.4,,2.7,320,44,1006.3,,,,7,14.6
105,강릉,2023-04-30 23:00,16.1,,4.2,50,52,1006.6,,,,5,14.6
105,강릉,2023-05-01 00:00,14.9,0,2.9,290,58,1008.1,,,,9,13.7
106,동해,2023-04-29 01:00,18.6,,.8,20,46,1006,,,,8,15.3
106,동해,2023-04-29 02:00,18.7,,1.4,360,48,1005.6,,,,10,16.1
106,동해,2023-04-29 03:00,17.8,,1.1,320,51,1005,,,,10,15.4
106,동해,2023-04-29 04:00,16.8,,.9,180,56,1003.6,,,,10,15.2
106,동해,2023-04-29 05:00,16.8,0,.7,230,60,1003,,,,10,15.5
106,동해,2023-04-29 06:00,15.7,.1,.9,250,71,1003,0,,,9,15.6
106,동해,2023-04-29 07:00,15.5,.2,.2,0,92,1002.4,0,,,10,16
106,동해,2023-04-29 08:00,16.5,0,1,200,86,1002,0,,,10,17.7
106,동해,2023-04-29 09:00,17,0,.1,0,88,1000.9,0,,,9,19
106,동해,2023-04-29 10:00,16.8,,.1,0,88,999.9,0,,,9,19.8
106,동해,2023-04-29 11:00,15.9,0,1.3,70,94,999,0,,,10,19.2
106,동해,2023-04-29 12:00,16.9,0,1.3,340,92,997.7,0,,,10,18.9
106,동해,2023-04-29 13:00,18.2,0,1.1,20,85,996.3,0,,,9,21.3
106,동해,2023-04-29 14:00,21,,2,320,60,996,0,,,9,19.7
106,동해,2023-04-29 15:00,20.6,0,3.7,270,57,996,0,,,9,18.1
106,동해,2023-04-29 16:00,20.5,,3.9,320,48,995.8,.1,,,9,19.4
106,동해,2023-04-29 17:00,19.5,,2.2,250,49,995.8,0,,,10,18
106,동해,2023-04-29 18:00,19.2,,1.4,270,47,996,.1,,,9,18
106,동해,2023-04-29 19:00,17.8,,4.6,320,41,996.7,0,,,10,15.3
106,동해,2023-04-29 20:00,15.6,,6,320,42,997.3,0,,,7,12.6
106,동해,2023-04-29 21:00,14.8,,4.2,320,44,997.8,,,,8,11.1
106,동해,2023-04-29 22:00,14.2,,4.9,290,49,997.8,,,,5,10.7
106,동해,2023-04-29 23:00,14.2,,6.2,290,50,997.6,,,,5,10.5
106,동해,2023-04-30 00:00,14.1,,4,290,49,998,,,,6,10.1
106,동해,2023-04-30 01:00,13.5,,4.5,290,51,998.5,,,,5,9.5
106,동해,2023-04-30 02:00,12.8,,3.6,290,52,999,,,,0,8.9
106,동해,2023-04-30 03:00,12.9,,3.3,320,48,999.6,,,,5,8.1
106,동해,2023-04-30 04:00,12.8,,3,290,45,999.5,,,,1,7.8
106,동해,2023-04-30 05:00,13.3,,3.4,290,40,999.6,,,,1,7.9
106,동해,2023-04-30 06:00,13.5,,4,290,39,1000.6,0,,,0,8.2
106,동해,2023-04-30 07:00,14,,4.7,320,39,1001.3,.7,,,2,9.8
106,동해,2023-04-30 08:00,15.6,,3,320,35,1001.9,1,,,0,17.6
106,동해,2023-04-30 09:00,17.1,,2.1,320,32,1002.2,1,,,0,26.3
106,동해,2023-04-30 10:00,18.7,,2.4,320,30,1002.3,1,,,0,33.7
106,동해,2023-04-30 11:00,19.9,,4.2,270,26,1002.4,1,,,0,38.2
106,동해,2023-04-30 12:00,20,,5.1,290,26,1002.4,1,,,1,41.5
106,동해,2023-04-30 13:00,20.5,,6.1,320,25,1002,1,,,1,42.9
106,동해,2023-04-30 14:00,19.5,,4.1,320,29,1001.8,.5,,,8,32.1
106,동해,2023-04-30 15:00,20.5,,2.6,320,29,1001.5,0,,,8,29.9
106,동해,2023-04-30 16:00,20.5,,2.1,140,37,1001.7,.8,,,7,37
106,동해,2023-04-30 17:00,16.8,,3.4,140,58,1001.5,1,,,5,29.8
106,동해,2023-04-30 18:00,15.6,,4.6,140,65,1001.8,1,,,6,21.8
106,동해,2023-04-30 19:00,16,,1.4,160,48,1003,.4,,,6,16.6
106,동해,2023-04-30 20:00,15.5,,.7,250,54,1003.3,0,,,4,13.4
106,동해,2023-04-30 21:00,15,,.7,20,53,1003.6,,,,2,12
106,동해,2023-04-30 22:00,15.9,,.9,340,41,1004.2,,,,5,11.2
106,동해,2023-04-30 23:00,15.2,,.5,360,40,1004.5,,,,4,11.8
106,동해,2023-05-01 00:00,15.8,,1.9,320,42,1004.9,,,,6,12.7
108,서울,2023-04-29 01:00,15.6,.8,1.7,50,94,1000.8,,,,10,15.1
108,서울,2023-04-29 02:00,15.6,3.3,.5,20,97,1000,,,,10,15.1
108,서울,2023-04-29 03:00,15.5,3.9,.8,180,97,998.9,,,,10,15
108,서울,2023-04-29 04:00,15.5,4.7,0,0,97,997.8,,,,10,14.9
108,서울,2023-04-29 05:00,15.4,1.5,.3,0,96,997,,,,10,14.9
108,서울,2023-04-29 06:00,15.5,.4,.3,0,94,996.3,0,0,,10,15
108,서울,2023-04-29 07:00,15.7,,2.1,230,98,996,0,.02,,10,15.3
108,서울,2023-04-29 08:00,15.7,1.1,1.5,200,100,995.4,0,.06,,10,15.5
108,서울,2023-04-29 09:00,15.5,2.1,1.3,200,95,994.9,0,.07,,10,15.5
108,서울,2023-04-29 10:00,14.8,2.1,3.6,230,100,995,0,.07,,10,15
108,서울,2023-04-29 11:00,13.7,2,3.9,250,98,995,0,.08,,10,14.5
108,서울,2023-04-29 12:00,13.5,2.7,2.2,230,98,994.5,0,.19,,10,15.1
108,서울,2023-04-29 13:00,13.4,.5,4.4,200,99,995,0,.27,,10,14.6
108,서울,2023-04-29 14:00,12.6,0,2.8,230,97,994.3,0,.21,,9,15.3
108,서울,2023-04-29 15:00,13.7,,4.2,230,80,994.3,.2,1.75,,9,19.9
108,서울,2023-04-29 16:00,14.4,,3.9,250,71,994.6,.4,1.74,,8,20.6
108,서울,2023-04-29 17:00,13.1,,5.4,250,71,995.2,.2,1.06,,9,16.2
108,서울,2023-04-29 18:00,11.8,,3.6,250,76,995,0,.38,,9,14.1
108,서울,2023-04-29 19:00,11.1,,5.5,250,77,995.4,0,.14,,10,12.2
108,서울,2023-04-29 20:00,10.5,0,4.6,250,83,996.1,0,0,,9,11.4
108,서울,2023-04-29 21:00,10.1,0,3.9,250,82,997.2,,,,10,10.9
108,서울,2023-04-29 22:00,9.9,0,3.5,230,82,997.6,,,,9,10.6
108,서울,2023-04-29 23:00,10,,3.2,230,86,997.9,,,,9,10.6
108,서울,2023-04-30 00:00,10,,3.7,250,83,998.3,,,,9,10.4
108,서울,2023-04-30 01:00,9.9,,3.1,250,84,998.5,,,,9,10.3
108,서울,2023-04-30 02:00,9.1,,3.6,270,85,998.6,,,,2,8.4
108,서울,2023-04-30 03:00,8.5,,2.6,230,84,998.6,,,,0,7.7
108,서울,2023-04-30 04:00,8.2,,2.2,250,85,998.5,,,,0,7.3
108,서울,2023-04-30 05:00,7.9,,2.5,250,87,998.9,,,,0,7
108,서울,2023-04-30 06:00,8,,2.6,250,90,999.2,0,.01,,0,7.1
108,서울,2023-04-30 07:00,8.4,,1.8,250,90,999.6,.4,.27,,3,8.8
108,서울,2023-04-30 08:00,10,,3,230,86,1000,.4,.69,,8,12.5
108,서울,2023-04-30 09:00,11.7,,3.7,180,78,1000.6,.5,1.53,,8,19.5
108,서울,2023-04-30 10:00,13,,3.9,200,66,1001,.5,1.88,,7,21
108,서울,2023-04-30 11:00,14.2,,3.1,180,58,1000.7,.7,2.69,,9,23.3
108,서울,2023-04-30 12:00,15.4,,2.5,200,52,1000.4,.6,2.61,,4,27.7
108,서울,2023-04-30 13:00,16.5,,4.2,250,44,999.5,.7,2.65,,3,27.6
108,서울,2023-04-30 14:00,16.9,,3.3,250,44,999,.3,1.8,,9,24
108,서울,2023-04-30 15:00,17.5,,5.7,230,42,998.7,.7,2.31,,8,25.2
108,서울,2023-04-30 16:00,16.9,,4.9,230,46,998.5,.7,1.87,,6,22.4
108,서울,2023-04-30 17:00,16.3,,3.5,200,58,998.1,.3,.94,,8,19.7
108,서울,2023-04-30 18:00,14.9,,4,230,67,998.3,0,.37,,10,16.7
108,서울,2023-04-30 19:00,14.3,0,3,230,74,998.8,0,.09,,10,14.9
108,서울,2023-04-30 20:00,13.7,0,3,230,80,999.4,0,0,,10,13.8
108,서울,2023-04-30 21:00,13.3,.1,3.2,200,83,999.8,,,,10,13.3
108,서울,2023-04-30 22:00,12.8,0,1.8,250,81,1000,,,,2,12.1
108,서울,2023-04-30 23:00,12.1,,2.7,250,86,1000.8,,,,6,11.6
108,서울,2023-05-01 00:00,12.1,0,2.8,250,87,1001.3,,,,9,12.1
112,인천,2023-04-29 01:00,15.3,2.2,1.4,250,89,1003.2,,,,10,14.8
112,인천,2023-04-29 02:00,15,2.7,1.9,200,91,1002,,,,10,14.7
112,인천,2023-04-29 03:00,14.7,.6,1.1,200,92,1001,,,,10,14.6
112,인천,2023-04-29 04:00,14.8,1,2.8,180,93,999.8,,,,10,14.5
112,인천,2023-04-29 05:00,14.8,.2,3.4,180,94,998.9,,,,10,14.5
112,인천,2023-04-29 06:00,14.6,.1,2.4,230,95,998.6,0,0,,10,14.5
112,인천,2023-04-29 07:00,13.8,.1,2,230,96,998.6,0,.01,,10,14.2
112,인천,2023-04-29 08:00,13.3,.4,3,180,95,997.8,0,.04,,10,14.1
112,인천,2023-04-29 09:00,13,0,2.9,200,96,997.4,0,.09,,10,14.3
112,인천,2023-04-29 10:00,12,0,3.2,230,96,997.9,0,.1,,10,13.4
112,인천,2023-04-29 11:00,12,2,3.7,250,96,997.5,0,.09,,10,13.5
112,인천,2023-04-29 12:00,11.9,.8,2.8,230,96,997.6,0,.26,,10,13.8
112,인천,2023-04-29 13:00,11.4,.2,3.8,250,95,997.4,0,.14,,10,13.3
112,인천,2023-04-29 14:00,12.3,0,7,270,87,997,.4,1.75,,3,22
112,인천,2023-04-29 15:00,12.8,,6.3,270,75,997.3,.7,2.69,,9,21.7
112,인천,2023-04-29 16:00,12.8,,5.2,290,71,997.8,1,2.47,,8,21
112,인천,2023-04-29 17:00,11.4,,6.6,290,70,997.9,.5,1.4,,10,15.1
112,인천,2023-04-29 18:00,10.6,,8.3,250,78,997.8,0,.44,,10,12.8
112,인천,2023-04-29 19:00,9.9,,7.8,250,81,998.2,0,.15,,8,11.3
112,인천,2023-04-29 20:00,9.5,,5.8,250,80,999.2,0,.01,,7,10.6
112,인천,2023-04-29 21:00,9.6,,4.2,250,76,1000.1,,,,10,10.3
112,인천,2023-04-29 22:00,9.7,,3.9,270,81,1000.4,,,,9,10.4
112,인천,2023-04-29 23:00,9.8,,4.3,270,79,1000.6,,,,10,10.2
112,인천,2023-04-30 00:00,9.4,,5.1,270,84,1001.2,,,,8,9.7
112,인천,2023-04-30 01:00,9.4,,3.1,290,80,1001.4,,,,4,9.3
112,인천,2023-04-30 02:00,9.1,,3.1,290,79,1001.1,,,,0,8.2
112,인천,2023-04-30 03:00,8.7,,2.2,250,78,1000.9,,,,0,7.8
112,인천,2023-04-30 04:00,8.4,,1.8,200,83,1000.9,,,,0,7.5
112,인천,2023-04-30 05:00,8.8,,4.5,230,86,1001.6,,,,0,7.7
112,인천,2023-04-30 06:00,8.7,,3.2,250,86,1001.7,0,.01,,0,7.6
112,인천,2023-04-30 07:00,9.3,,3,230,85,1002.1,.6,.3,,4,9.8
112,인천,2023-04-30 08:00,10.5,,2.7,230,77,1002.5,.6,.92,,7,13.2
112,인천,2023-04-30 09:00,10.9,,3.2,230,76,1003.4,.3,1.17,,9,15
112,인천,2023-04-30 10:00,12,,3.1,200,66,1003.5,.6,2.07,,7,20.4
112,인천,2023-04-30 11:00,13,,2.6,200,62,1003.2,.4,2.16,,7,22.9
112,인천,2023-04-30 12:00,14.1,,3.5,200,56,1002.9,.7,2.61,,7,25.2
112,인천,2023-04-30 13:00,15.2,,3.3,200,47,1002.1,.8,2.62,,9,26.2
112,인천,2023-04-30 14:00,15.4,,3.4,250,44,1001.7,.6,2.58,,3,27.3
112,인천,2023-04-30 15:00,15.2,,4,230,49,1001.6,1,2.6,,8,24.4
112,인천,2023-04-30 16:00,14.4,,4.8,230,64,1001,.8,1.96,,6,23.2
112,인천,2023-04-30 17:00,13.7,,4.2,230,71,1000.7,.5,1.14,,8,19.1
112,인천,2023-04-30 18:00,12.5,,3.8,200,78,1000.7,0,.4,,10,15.5
112,인천,2023-04-30 19:00,12.1,,2.9,200,80,1001.1,0,.08,,10,13.8
112,인천,2023-04-30 20:00,11.9,0,4.5,180,83,1001.3,0,0,,10,12.9
